Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim
N2188-1.Q2.I.170307_0209.C.060360.061035N3413.0060.nh.fits,2017-03-07T02:09:00.000,C,592,431.089872685,92.6547510882,-34.1410914636,79.9492035002,2.2644756143,18.7282197647,0.490436703647,21.2537999352
N2188-1.Q2.I.161129_0621.C.039879.061035N3413.0060.nh.fits,2016-11-29T06:21:00.000,C,593,333.264988426,92.6548095017,-34.14115242,-2.15010239951,-1.08154488756,nan,nan,21.3407481202
N2188-1.Q2.I.161216_0050.S.046075.061035N3413.0060.nh.fits,2016-12-16T00:50:00.000,S,594,350.035196759,92.654762605,-34.1413467763,7.72362989357,1.69507572177,21.2778813935,0.654570306558,20.8052943832
N2188-1.Q2.I.161219_0057.S.046816.061035N3413.0060.nh.fits,2016-12-19T00:57:00.000,S,595,353.040034722,92.6547763772,-34.1414647521,4.71752968211,1.52391235542,21.8157177088,0.728157782532,20.9833499191
N2188-1.Q2.I.161121_0756.C.038502.061035N3413.0060.nh.fits,2016-11-21T07:56:00.000,C,596,325.330949074,92.6548466848,-34.141203007,-2.41951785842,-0.773233265823,nan,nan,20.8321976946
N2188-1.Q2.I.170425_0014.C.006795.061035N3413.0060.nh.fits,2017-04-25T00:14:00.000,C,597,480.01,92.6548278752,-34.1411335757,20.611394582,1.04112355243,20.2070511557,1.06555588935,18.7755878415
N2188-1.Q2.I.170504_0007.C.009581.061035N3413.0060.nh.fits,2017-05-04T00:07:00.000,C,598,489.005173611,92.6548531797,-34.1410416936,16.0268501893,2.02805123609,20.4815102663,0.547274816003,21.0015281807
N2188-1.Q2.I.170207_0239.C.053591.061035N3413.0060.nh.fits,2017-02-07T02:39:00.000,C,599,403.110648148,92.6547419129,-34.1410909349,81.1822086906,2.08064912665,18.7115232005,0.533432700552,21.0244761501
N2188-1.Q2.I.170213_0327.C.055028.061035N3413.0060.nh.fits,2017-02-13T03:27:00.000,C,600,409.144224537,92.654745991,-34.1410894701,83.1918381242,2.20662905486,18.6848461189,0.503261182502,21.1764982497
N2188-1.Q2.I.170419_0943.A.055125.061035N3413.0060.nh.fits,2017-04-19T09:43:00.000,A,601,474.405289352,92.6547915061,-34.1411151504,20.7896907482,2.06506000959,20.1976546387,0.537389539139,20.8237675598
N2188-1.Q2.I.170330_0029.C.000603.061035N3413.0060.nh.fits,2017-03-30T00:29:00.000,C,602,454.020300926,92.6547732569,-34.1411195055,62.1106446787,2.17029818914,19.0036558028,0.511378394548,20.7627705775
N2188-1.Q2.I.170209_1351.A.044075.061035N3413.0060.nh.fits,2017-02-09T13:51:00.000,A,603,405.577106481,92.6547435923,-34.1410938516,84.7409193385,2.13474212307,18.6647188417,0.520032967758,20.8699824928
N2188-1.Q2.I.170223_1941.S.057839.061035N3413.0060.nh.fits,2017-02-23T19:41:00.000,S,604,419.820590278,92.6547694523,-34.1410924848,90.6937432267,2.05012989013,18.5906546424,0.541379549846,20.2076054169
N2188-1.Q2.I.161206_0655.C.041569.061035N3413.0060.nh.fits,2016-12-06T06:55:00.000,C,605,340.288530093,92.6549546429,-34.1409447952,5.07751353057,1.4435749262,21.7354933513,0.768777570713,20.722795962
N2188-1.Q2.I.170331_2020.S.001313.061035N3413.0060.nh.fits,2017-03-31T20:20:00.000,S,606,455.847685185,92.6547261713,-34.1411059483,63.9319382712,2.1426930225,18.9721255948,0.51796612724,21.6054334326
N2188-1.Q2.I.161104_1658.A.031494.061035N3413.0060.nh.fits,2016-11-04T16:58:00.000,A,607,308.707164352,92.6548021003,-34.1413152023,3.55007534143,1.37661328496,22.1258921121,0.805923353085,21.1763332
N2188-1.Q2.I.170311_1842.S.062061.061035N3413.0060.nh.fits,2017-03-11T18:42:00.000,S,608,435.779340278,92.6547613884,-34.1410969145,81.0475272692,2.0614004245,18.7133345876,0.538368734347,21.0349059543
N2188-1.Q2.I.161227_1200.A.039856.061035N3413.0060.nh.fits,2016-12-27T12:00:00.000,A,609,361.500092593,92.6547199602,-34.1411067425,52.0018822924,2.0907190663,19.1974489993,0.530961516638,21.0151431678
N2188-1.Q2.I.161205_0756.C.041353.061035N3413.0060.nh.fits,2016-12-05T07:56:00.000,C,610,339.330740741,92.6547803677,-34.1411456391,-0.57757786137,-0.31366064376,nan,nan,21.3164951872
N2188-1.Q2.I.170227_1255.A.046949.061035N3413.0060.nh.fits,2017-02-27T12:55:00.000,A,611,423.538842593,92.6547593812,-34.1410940022,79.9449818731,2.16779660701,18.7282773724,0.511991791217,20.9585133992
N2188-1.Q2.I.170315_0044.C.062044.061035N3413.0060.nh.fits,2017-03-15T00:44:00.000,C,612,439.031157407,92.654762019,-34.1410972827,73.4891546254,2.12269762676,18.82013608,0.522849903236,21.0605767286
N2188-1.Q2.I.161121_1726.A.034146.061035N3413.0060.nh.fits,2016-11-21T17:26:00.000,A,613,325.726678241,92.654771659,-34.1411796613,nan,nan,nan,nan,20.5012544956
N2188-1.Q2.I.161218_2242.S.046754.061035N3413.0060.nh.fits,2016-12-18T22:42:00.000,S,614,352.946145833,92.6549256482,-34.141197161,3.17059190143,1.373475805,22.2492243388,0.80777495287,21.2062635974
N2188-1.Q2.I.161218_0341.C.043576.061035N3413.0060.nh.fits,2016-12-18T03:41:00.000,C,615,352.154085648,92.6549914315,-34.1411322732,2.9661403994,1.11678575703,22.3219433272,0.993961487922,21.2474577419
N2188-1.Q2.I.170221_1251.A.045805.061035N3413.0060.nh.fits,2017-02-21T12:51:00.000,A,616,417.535555556,92.6547386634,-34.1411044345,82.3239797677,2.10639686538,18.6962866785,0.526876677284,21.4782554938
N2188-1.Q2.I.170109_0326.C.048102.061035N3413.0060.nh.fits,2017-01-09T03:26:00.000,C,617,374.143391204,92.6547541712,-34.1410817927,68.4619126365,2.10682291635,18.8974409297,0.526818370481,21.1438843956
N2188-1.Q2.I.161027_0709.C.033386.061035N3413.0060.nh.fits,2016-10-27T07:09:00.000,C,618,300.298101852,92.6548324405,-34.1417003184,7.14492885143,0.870723622102,21.3628461418,1.41432915568,20.2124913092
N2188-1.Q2.I.170110_0217.C.048313.061035N3413.0060.nh.fits,2017-01-10T02:17:00.000,C,619,375.095381944,92.6547429067,-34.1410716832,72.9455311031,2.19430637916,18.828236177,0.506434916157,20.5831337101
N2188-1.Q2.I.170123_0247.C.051299.061035N3413.0060.nh.fits,2017-01-23T02:47:00.000,C,620,388.116111111,92.6547101525,-34.1410909405,61.3941274296,1.96061072309,19.0163142877,0.565991637559,19.54406407
N2188-1.Q2.I.170202_0254.C.052767.061035N3413.0060.nh.fits,2017-02-02T02:54:00.000,C,621,398.121122685,92.6547410339,-34.1410811982,77.916172466,2.04217478465,18.756320331,0.543481210229,20.8193930489
N2188-1.Q2.I.170508_1730.S.010593.061035N3413.0060.nh.fits,2017-05-08T17:30:00.000,S,622,493.72931713,92.6547483958,-34.141106501,16.1486141346,2.07065950245,20.4732531214,0.535972097188,21.0947222253
N2188-1.Q2.I.170305_0102.C.059922.061035N3413.0060.nh.fits,2017-03-05T01:02:00.000,C,623,429.043356481,92.6547507244,-34.1410914041,79.3335886713,2.14755900468,18.7366526524,0.516915271859,20.9903069113
N2188-1.Q2.I.170305_2109.S.060508.061035N3413.0060.nh.fits,2017-03-05T21:09:00.000,S,624,429.881875,92.6547340089,-34.1410888208,78.2496428765,2.08050511991,18.7516611891,0.533481074901,21.050398887
N2188-1.Q2.I.170112_0605.C.048904.061035N3413.0060.nh.fits,2017-01-12T06:05:00.000,C,625,377.253912037,92.6547368033,-34.1410824126,75.3678077895,2.21741297445,18.7925979493,0.500868206984,20.8218451663
N2188-1.Q2.I.161119_0645.C.038109.061035N3413.0060.nh.fits,2016-11-19T06:45:00.000,C,626,323.281435185,92.6548648735,-34.1413941368,3.63299898166,1.43346472999,22.1007025143,0.77397028484,21.2121832562
N2188-1.Q2.I.161218_2128.S.046721.061035N3413.0060.nh.fits,2016-12-18T21:28:00.000,S,627,352.894618056,92.6548493866,-34.1412079424,-3.14477113349,-1.40273566258,nan,nan,21.3125736308
N2188-1.Q2.I.170513_1731.S.011685.061035N3413.0060.nh.fits,2017-05-13T17:31:00.000,S,628,498.730451389,92.6546704278,-34.1413138877,10.986712333,1.76644960453,20.8934290912,0.628152597614,20.6487030819
N2188-1.Q2.I.170201_1921.S.054072.061035N3413.0060.nh.fits,2017-02-01T19:21:00.000,S,629,397.806666667,92.6547395793,-34.1410833716,78.7688029017,2.0154178963,18.7444470238,0.550655365581,21.1961334444
N2188-1.Q2.I.161026_0755.C.033130.061035N3413.0060.nh.fits,2016-10-26T07:55:00.000,C,630,299.330162037,92.6544003291,-34.1414576246,2.94028219562,1.37232558238,22.3314956844,0.808477200396,21.2178089114
N2188-1.Q2.I.170321_0301.C.063700.061035N3413.0060.nh.fits,2017-03-21T03:01:00.000,C,631,445.126157407,92.654741012,-34.1411017104,70.2844322132,2.1171205183,18.8687787263,0.524207657312,21.3138304806
N2188-1.Q2.I.161120_0033.S.042069.061035N3413.0060.nh.fits,2016-11-20T00:33:00.000,S,632,324.023402778,92.6544077373,-34.1414377872,19.1260786019,1.34384197742,20.288644536,0.825547303498,19.4046083879
N2188-1.Q2.I.170505_2354.C.010180.061035N3413.0060.nh.fits,2017-05-05T23:54:00.000,C,633,490.996087963,92.6548524964,-34.1412500148,14.7888900252,2.02124418015,20.5692107124,0.549099780034,20.988526558
N2188-1.Q2.I.170307_1241.A.048111.061035N3413.0060.nh.fits,2017-03-07T12:41:00.000,A,634,431.528946759,92.6551156956,-34.1411566236,243.386814901,1.96960961702,17.513710705,0.563471346085,17.5339355653
N2188-1.Q2.I.170217_0217.C.056041.061035N3413.0060.nh.fits,2017-02-17T02:17:00.000,C,635,413.095671296,92.6547510131,-34.1410842446,83.9321287033,2.12995538106,18.6751811542,0.521155039918,21.2106899446
N2188-1.Q2.I.170303_1305.A.047447.061035N3413.0060.nh.fits,2017-03-03T13:05:00.000,A,636,427.545266204,92.6547651043,-34.1411058246,79.7153652683,2.20451500765,18.7314152823,0.50343376573,20.7101671398
N2188-1.Q2.I.161115_1455.A.032956.061035N3413.0060.nh.fits,2016-11-15T14:55:00.000,A,637,319.621921296,92.6543856198,-34.1410124464,8.44411317131,1.69799031194,21.1805851262,0.653473230628,20.7552903342
N2188-1.Q2.I.161115_0634.C.036954.061035N3413.0060.nh.fits,2016-11-15T06:34:00.000,C,638,319.27412037,92.6548255681,-34.1411992867,-2.97354324856,-0.848447390981,nan,nan,20.9180502224
