N2188-1.Q2.I.170331_0023.C.000858.061035N3413.0060.nh.fits,2017-03-31T00:23:00.000,C,486.0,455.016493056,92.654746358,-34.1410913627,41.8288195388,34.9788893149,19.5560822049,0.0325749113628,22.4803800914,0.1163786448
N2188-1.Q2.I.170315_1939.S.062853.061035N3413.0060.nh.fits,2017-03-15T19:39:00.000,S,487.0,439.819224537,92.6547492451,-34.1410874417,60.1039068519,24.8959885114,19.1606253439,0.0453463363369,21.6133276079,0.899263093336
N2188-1.Q2.I.170212_0334.C.054764.061035N3413.0060.nh.fits,2017-02-12T03:34:00.000,C,488.0,408.14880787,92.6547471999,-34.1410744154,41.0323340059,43.4760271195,19.5770558655,0.0264035018867,22.8743893776,0.98511254665
N2188-1.Q2.I.161220_2344.S.047259.061035N3413.0060.nh.fits,2016-12-20T23:44:00.000,S,489.0,354.988912037,92.6557606038,-34.1415409694,0.28290497329,0.218189011523,25.0067077909,5.07352129762,22.2428348419,0.510349160647
N2188-1.Q2.I.170415_0941.A.054053.061035N3413.0060.nh.fits,2017-04-15T09:41:00.000,A,490.0,470.403645833,92.6547536296,-34.1410848233,15.5502719645,18.3260222214,20.635583105,0.0612320342121,22.778195973,0.847303119242
N2188-1.Q2.I.161104_1658.A.031494.061035N3413.0060.nh.fits,2016-11-04T16:58:00.000,A,491.0,308.707164352,92.6548018396,-34.1413548609,1.402988038,0.542865584787,23.2598293651,2.03914122597,21.4112711308,0.209834377058
N2188-1.Q2.I.161218_0053.S.046568.061035N3413.0060.nh.fits,2016-12-18T00:53:00.000,S,492.0,352.037476852,92.6547830919,-34.1411878031,1.28309987935,0.557078621516,23.3572786473,1.98687546317,21.5650137671,0.794318706042
N2188-1.Q2.I.170227_1036.A.046887.061035N3413.0060.nh.fits,2017-02-27T10:36:00.000,A,493.0,423.442303241,92.6547365984,-34.1410895913,66.3039522133,26.2935230565,19.0535219193,0.042996499094,21.509805739,0.0084036170357
N2188-1.Q2.I.170218_1416.A.045021.061035N3413.0060.nh.fits,2017-02-18T14:16:00.000,A,494.0,414.595,92.6552272021,-34.1411736946,60.2138077233,8.00522632231,19.1586323516,0.138833107915,20.2748844735,0.522154562792
N2188-1.Q2.I.161207_0610.C.041803.061035N3413.0060.nh.fits,2016-12-07T06:10:00.000,C,495.0,341.257222222,92.6548487561,-34.1411472385,-0.802294444162,-1.07189701505,nan,nan,22.7404017691,0.488317885083
N2188-1.Q2.I.161115_1455.A.032956.061035N3413.0060.nh.fits,2016-11-15T14:55:00.000,A,496.0,319.621921296,92.6549776913,-34.1412367976,4.61931320627,1.32163121255,21.9598104793,0.837718018514,21.1064687428,0.981295392831
N2188-1.Q2.I.170319_0038.C.063115.061035N3413.0060.nh.fits,2017-03-19T00:38:00.000,C,497.0,443.026481481,92.6547548314,-34.1410949491,56.7233111824,32.1038643817,19.223779858,0.0354012487491,21.9223196958,0.654177717773
N2188-1.Q2.I.170330_0140.C.000631.061035N3413.0060.nh.fits,2017-03-30T01:40:00.000,C,498.0,454.070069444,92.6547682536,-34.1410735877,49.927445347,17.1986597851,19.3630004988,0.0651374747607,21.3242332742,0.0542738265456
N2188-1.Q2.I.170202_1921.S.054287.061035N3413.0060.nh.fits,2017-02-02T19:21:00.000,S,499.0,398.806863426,92.6547737311,-34.1411239801,69.2043133866,17.722437535,19.0068144249,0.0632434474173,20.9616121785,0.347686757939
N2188-1.Q2.I.170202_2028.S.054319.061035N3413.0060.nh.fits,2017-02-02T20:28:00.000,S,500.0,398.853391204,92.6548258527,-34.1411201188,62.3235985852,15.0739621578,19.1210617988,0.0741657511283,20.8927705823,0.352700331958
N2188-1.Q2.I.170307_2108.S.061106.061035N3413.0060.nh.fits,2017-03-07T21:08:00.000,S,501.0,431.880833333,92.6547146303,-34.1411131721,69.655360745,25.9112826937,18.9997271143,0.0436115499757,21.4401822383,0.759760512513
N2188-1.Q2.I.170215_0226.C.055528.061035N3413.0060.nh.fits,2017-02-15T02:26:00.000,C,502.0,411.101736111,92.6547343781,-34.1410733205,46.290719185,44.7470814643,19.4455081857,0.0256625547824,22.708062628,0.828273988613
N2188-1.Q2.I.170309_2053.S.061676.061035N3413.0060.nh.fits,2017-03-09T20:53:00.000,S,503.0,433.870671296,92.6547703581,-34.1411215275,64.2468759628,12.8720392239,19.0879046723,0.0866684206561,20.7084054919,0.91698022172
N2188-1.Q2.I.170119_1108.A.042190.061035N3413.0060.nh.fits,2017-01-19T11:08:00.000,A,504.0,384.464016204,92.654742918,-34.1411031827,56.6547276181,31.3701139618,19.2250997096,0.0362115976603,21.9210137478,0.54549680809
N2188-1.Q2.I.170207_0239.C.053591.061035N3413.0060.nh.fits,2017-02-07T02:39:00.000,C,505.0,403.110648148,92.6547395928,-34.1410844736,52.5135220632,41.8097312797,19.3079078114,0.0274026507047,22.4752237957,0.813428136904
N2188-1.Q2.I.161130_0621.C.040121.061035N3413.0060.nh.fits,2016-11-30T06:21:00.000,C,506.0,334.264768519,92.6550450798,-34.1409832435,0.711275691275,0.719565857529,24.0009095617,1.53853984534,22.5258958152,0.00701453671718
N2188-1.Q2.I.170122_0231.C.051104.061035N3413.0060.nh.fits,2017-01-22T02:31:00.000,C,507.0,387.105092593,92.6547523712,-34.1410809599,54.9544813497,38.7169236761,19.2583411123,0.029518412492,22.2104279327,0.301186006364
N2188-1.Q2.I.170123_0247.C.051299.061035N3413.0060.nh.fits,2017-01-23T02:47:00.000,C,508.0,388.116111111,92.6546459323,-34.1410711843,68.0563278329,3.51067435932,19.0250632315,0.315580851148,19.2190120559,0.217701439846
N2188-1.Q2.I.161212_1658.A.037445.061035N3413.0060.nh.fits,2016-12-12T16:58:00.000,A,509.0,346.707280093,92.6550459185,-34.1420649519,1.26825807645,0.232317298703,23.36997135,4.76426774517,20.6151277929,0.9727673766
N2188-1.Q2.I.161203_0529.C.040803.061035N3413.0060.nh.fits,2016-12-03T05:29:00.000,C,510.0,337.228506944,92.6551004481,-34.1412147606,13.8304049968,0.49050574868,20.76345167,2.25706522765,18.828292916,0.124961662525
N2188-1.Q2.I.161201_0520.C.040326.061035N3413.0060.nh.fits,2016-12-01T05:20:00.000,C,511.0,335.222766204,92.6547789801,-34.1412111885,-2.46270863213,-0.24379145238,nan,nan,19.8456592592,0.0283263930153
N2188-1.Q2.I.170327_0209.C.065293.061035N3413.0060.nh.fits,2017-03-27T02:09:00.000,C,512.0,451.089872685,92.6547417585,-34.1410819606,39.2828648439,36.1644716294,19.6245906135,0.0315469850568,22.6916634652,0.0145087755439
N2188-1.Q2.I.170404_1005.A.052106.061035N3413.0060.nh.fits,2017-04-04T10:05:00.000,A,513.0,459.420671296,92.6547986034,-34.1411631432,44.9352812676,9.35138789295,19.4779292225,0.118923169869,20.7587606306,0.572924931392
N2188-1.Q2.I.161219_1256.A.038301.061035N3413.0060.nh.fits,2016-12-19T12:56:00.000,A,514.0,353.539571759,92.6548631712,-34.1410940818,1.40455975953,0.81922365486,23.2586078962,1.3513400404,21.8887087142,0.653588050325
N2188-1.Q2.I.170110_0647.C.048437.061035N3413.0060.nh.fits,2017-01-10T06:47:00.000,C,515.0,375.282905093,92.6547508743,-34.141076889,44.1299964083,32.8191320851,19.4976573963,0.03466054037,22.2631087141,0.931272229772
N2188-1.Q2.I.170307_0209.C.060360.061035N3413.0060.nh.fits,2017-03-07T02:09:00.000,C,516.0,431.089872685,92.6547412403,-34.1410851527,45.471081994,39.1771911431,19.4649978886,0.0291915589163,22.5425403153,0.680076306514
N2188-1.Q2.I.170320_0040.C.063375.061035N3413.0060.nh.fits,2017-03-20T00:40:00.000,C,517.0,444.027847222,92.6547523128,-34.1410866333,56.2870164321,24.0329814723,19.2322034622,0.0469346233323,21.6002843832,0.561885036767
N2188-1.Q2.I.161115_0744.C.036984.061035N3413.0060.nh.fits,2016-11-15T07:44:00.000,C,518.0,319.322581019,92.6548272559,-34.1411121274,0.122514660691,0.0386723342376,25.9197005226,28.6274703069,21.20683708,0.989521050079
N2188-1.Q2.I.161027_0601.C.033356.061035N3413.0060.nh.fits,2016-10-27T06:01:00.000,C,519.0,300.250902778,92.6552034631,-34.1406919772,1.45462796262,0.357257781168,23.2203960804,3.09880090478,20.952594307,0.107669380111
N2188-1.Q2.I.170121_0130.C.050873.061035N3413.0060.nh.fits,2017-01-21T01:30:00.000,C,520.0,386.062986111,92.6547546131,-34.1410905356,56.4258485199,38.5535114495,19.2295159495,0.0296414525489,22.2517517378,0.394511913852
N2188-1.Q2.I.161218_2242.S.046754.061035N3413.0060.nh.fits,2016-12-18T22:42:00.000,S,521.0,352.946145833,92.6549387008,-34.1411858965,1.93746158495,1.89984033786,22.9076993853,0.582866537708,22.4703955755,0.710898343943
